-34.15771907,-70.73353612
-34.15988576,-70.7324562
-34.18716853,-70.71863167
-34.18666255,-70.72316252
-34.18655772,-70.72321393
-34.19143801,-70.70405101
-34.19143801,-70.70405101
-34.19143801,-70.70405101
-34.18929153,-70.72250008
-34.18929153,-70.72250008
-34.18929153,-70.72250008
-34.54366955,-70.95155485
-34.54366955,-70.95155485
-34.54366955,-70.95155485
-39.28978008,-71.93004703
-39.236889,-72.206914
-39.31159943,-72.11840641
-36.77581725,-73.05911734
-34.186667,-70.72315682
-34.186667,-70.72315682
-34.186667,-70.72315682
-34.15771239,-70.73353397
-34.15771239,-70.73353397
-34.18929392,-70.72248828
-34.18930113,-70.72249555
-34.18930113,-70.72249555
-34.15773733,-70.73343217
-34.15773733,-70.73343217
-34.15830385,-70.7307322
-34.15817856,-70.73728597
-34.15817856,-70.73728597
-34.15817856,-70.73728597
-34.15771484,-70.73361533
-34.15771484,-70.73361533
-34.18673223,-70.7234482
-34.18673223,-70.7234482
-34.18673223,-70.7234482
-34.186508,-70.7232745
-34.186508,-70.7232745
-34.186508,-70.7232745
-34.186508,-70.7232745
-34.186508,-70.7232745
-34.18673911,-70.72348713
-34.18864732,-70.72289419
-34.18864732,-70.72289419
-34.18673911,-70.72348713
-34.18664462,-70.7233382
-34.18664462,-70.7233382
-34.18662689,-70.72319995
-34.15759019,-70.73360494
-34.15759019,-70.73360494
-34.15760963,-70.73333057
-34.15762561,-70.73352019
-34.15762561,-70.73352019
-34.15810585,-70.73092812
-34.18660115,-70.72334423
-34.18659214,-70.72324479
-34.18659214,-70.72324479
-34.19115112,-70.7039175
-34.18645525,-70.72332504
-34.18663555,-70.72323374
-33.38394501,-70.53091506
-33.38394501,-70.53091506
-34.15673512,-70.73569226
-33.67430745,-70.72323344
-33.41762644,-70.59908825
-33.42492187,-70.60797268
-34.15713638,-70.73217511
-34.15713638,-70.73217511
-34.1866134,-70.72323562
-34.18651473,-70.72322212
-34.18669887,-70.72315241
-34.18669473,-70.72339119
-34.18648723,-70.72325358
-34.15673512,-70.73536914
-33.45378285,-70.88713282
-33.45598819,-70.89530036
-33.03145325,-71.58749234
-33.51138812,-70.72588896
-34.18968307,-70.72187536
-34.18910533,-70.72181701
-34.18910533,-70.72181701
-34.18910533,-70.72181701
-34.18910533,-70.72181701
-34.18910533,-70.72181701
-34.18766015,-70.71498578
-34.16284995,-70.73343348
-34.16284995,-70.73343348
-34.18822646,-70.72216922
-34.18822646,-70.72216922
-34.18860435,-70.72150433
-34.18860435,-70.72150433
-34.18860435,-70.72150433
-34.18733006,-70.71450835
-34.18798977,-70.6825093
-34.15709567,-70.73142588
-34.15709567,-70.73142588
-34.15870147,-70.73337495
-34.15734845,-70.73348879
-34.18647831,-70.72322941
-34.18647831,-70.72322941
-34.16441252,-70.74610508
-34.15776926,-70.73357963
-34.18660775,-70.72301457
-34.18660775,-70.72301457
-34.18660775,-70.72301457
-34.18648833,-70.7231954
-34.18648833,-70.7231954
-34.18648833,-70.7231954
-34.18648833,-70.7231954
-34.18660775,-70.72301457
-34.18660775,-70.72301457
-34.15731245,-70.73139041
-34.18655768,-70.72352187
-34.18645944,-70.72326991
-34.18631798,-70.72328254
-34.18637006,-70.72327607
-34.18546695,-70.72524678
-34.18635899,-70.72325669
-34.34766707,-70.84082959
-34.15673512,-70.73555654
-34.15673512,-70.73505872
-34.15673512,-70.73505872
-34.15788271,-70.73352765
-34.18649357,-70.72319692
-34.18649079,-70.72321315
-34.15776926,-70.73357963
-34.1897878,-70.72175461
-34.18645262,-70.72325541
-33.50674283,-70.61019045
-34.15673512,-70.73525756
-34.15673512,-70.73525756
-34.1900264,-70.72190356
-34.19014161,-70.72202473
-34.19044804,-70.72148489
-34.15708447,-70.73310003
-34.1898725,-70.72062224
-34.1898725,-70.72062224
-34.18652522,-70.7317925
-34.18470185,-70.71925312
-34.18652522,-70.7317925
-34.15681052,-70.73577105
-34.157641,-70.73366924
-34.15767532,-70.73342523
-34.18985021,-70.72106158
-34.18985021,-70.72106158
-34.18985021,-70.72106158
-34.18949544,-70.72111839
-34.18949544,-70.72111839
-34.18666118,-70.73243236
-34.18949544,-70.72111839
-34.18663603,-70.72305001
-34.18663603,-70.72305001
-34.18663603,-70.72305001
-34.18663603,-70.72305001
-34.15781593,-70.73351573
-34.18509423,-70.72485865
-34.18674977,-70.72341808
-34.15732342,-70.73153227
-34.15781468,-70.73351556
-34.15781468,-70.73351556
-34.15784849,-70.73297621
-34.18646431,-70.72309181
-34.18661691,-70.72297896
-34.18644396,-70.72315905
-34.18664287,-70.72302548
-34.15673512,-70.73554104
-33.70145084,-70.72213052
-33.48940663,-70.68937737
-33.48607834,-70.68788639
-33.48585946,-70.68779211
-33.43333184,-70.63412022
-33.04868726,-71.60258335
-33.04868726,-71.60258335
-33.45390497,-70.68692454
-34.15776437,-70.73327324
-34.15673512,-70.73541659
-34.15673512,-70.73541659
-34.15713746,-70.73286059
-34.1863707,-70.7231931
-34.18657243,-70.72309076
-34.15673512,-70.73560649
-34.15673512,-70.73560649
-34.15673512,-70.73560649
-34.18649489,-70.72313481
-34.18624916,-70.72320015
-33.45796464,-70.71651107
-33.45796464,-70.71651107
-34.18639203,-70.72310458
-34.18819332,-70.72265309
-34.18819332,-70.72265309
-34.18819332,-70.72265309
-34.15771369,-70.73371737
-34.1578492,-70.7335176
-34.15686696,-70.73549634
-34.18819332,-70.72265309
-34.18819332,-70.72265309
-34.18819332,-70.72265309
-34.18819332,-70.72265309
-34.18819332,-70.72265309
-34.18819332,-70.72265309
-34.15705138,-70.73551642
-34.15705138,-70.73551642
-34.15742622,-70.73315332
-34.15842186,-70.73360432
-34.15842186,-70.73360432
-34.1567445,-70.73129117
-34.18629739,-70.72316491
-34.18639034,-70.72317131
-34.1874215,-70.72217714
-34.15671581,-70.73502922
-34.15671581,-70.73502922
-34.15673512,-70.73164451
-34.15673512,-70.73164451
-34.15779149,-70.73337495
-33.39675425,-70.7938075
28.46076713,77.08066767
49.00163484,2.57434369
49.00182843,2.57539756
49.00178509,2.57514941
-34.15754995,-70.73346593
-34.18636983,-70.7230423
-34.18660767,-70.722962
-34.18696703,-70.72330146
-34.18652336,-70.72298265
-34.1866282,-70.72300728
-34.1866282,-70.72300728
-34.1866282,-70.72300728
-34.18657419,-70.72291426
-34.18657419,-70.72291426
-34.18657419,-70.72291426
-34.15770292,-70.73357242
-34.18667165,-70.7229286
-34.18667165,-70.7229286
-34.18918377,-70.72093886
-34.18918377,-70.72093886
-34.15753953,-70.73325875
-34.15767425,-70.7334108
-34.15673512,-70.73540186
-34.15747267,-70.73354096
-34.18918377,-70.72093886
-34.18918377,-70.72093886
-34.18918377,-70.72093886
-34.18918377,-70.72093886
-34.18654857,-70.72300858
-34.18654857,-70.72300858
-34.18654857,-70.72300858
-34.18665454,-70.72293187
-34.18665454,-70.72293187
-34.15770292,-70.73357242
-34.14555941,-70.72901728
-34.14555941,-70.72901728
-33.16842103,-71.52857625
-33.16842103,-71.52857625
-33.02164246,-71.55949512
-32.9647866,-71.54677939
-34.18660895,-70.72298694
-34.15753537,-70.73153841
-34.18918377,-70.72093886
-34.18918377,-70.72093886
-34.18656854,-70.72313849
-34.18669068,-70.72306763
-34.18654985,-70.72342991
-34.18663281,-70.72316628
-34.1576597,-70.73354703
-34.1576597,-70.73354703
-34.1576597,-70.73354703
-34.1576597,-70.73354703
-34.1576597,-70.73354703
-34.1576597,-70.73354703
-34.15772497,-70.73353377
-34.1576597,-70.73354703
-34.18668392,-70.72307645
-34.1576597,-70.73354703
-34.18446478,-70.72517813
-33.45250351,-70.6509179
-33.45250351,-70.6509179
-33.72997627,-70.73232646
-33.76743274,-70.74232346
-35.53718243,-71.69056986
-34.15779317,-70.73481272
-34.15779317,-70.73481272
-34.15673512,-70.73176455
-34.18666868,-70.72307862
-34.1576597,-70.73354703
-34.18326954,-70.72532212
-34.1855263,-70.72202071
-34.18663345,-70.72302612
-34.15751811,-70.73352483
-34.15751811,-70.73352483
-34.15773272,-70.73371919
-34.1576597,-70.73354703
-34.1865921,-70.7231519
-34.1576597,-70.73354703
-34.1576597,-70.73354703
-34.15772497,-70.73353377
-34.15673512,-70.73536813
-34.15779128,-70.73349029
-34.18661607,-70.72314546
-34.15770405,-70.7335754
-34.15770405,-70.7335754
-34.15779668,-70.73348289
-34.15779668,-70.73348289
-34.15784943,-70.73328981
-34.18669607,-70.72293199
-34.19128072,-70.72159844
-33.40224921,-70.57865999
-34.03579028,-70.65957325
-34.17617005,-70.69755983
-34.15770304,-70.73356062
-34.15770304,-70.73356062
-34.15770283,-70.73348379
-34.18810063,-70.72211259
-34.18810063,-70.72211259
-34.18810063,-70.72211259
-34.18810063,-70.72211259
-34.16444026,-70.74836702
-34.15673512,-70.73489981
-34.15770975,-70.7337383
-33.41432541,-70.58202435
-34.1576531,-70.73360879
-34.15770332,-70.7335623
-33.13535539,-71.56260866
-33.05147999,-71.59390543
-33.04682402,-71.60607037
-33.0272166,-71.58098926
-33.02568424,-71.54771906
-33.44516635,-70.78248164
-33.45731696,-70.70476578
-33.51719307,-70.70224088
-34.15778687,-70.7334846
-34.17161454,-70.73181608
-34.18642596,-70.7231227
-34.15771952,-70.73354928
-34.15673512,-70.73498779
-34.157162,-70.73231154
-34.15762448,-70.73371076
-34.18655481,-70.72306302
-34.15767343,-70.73352861
-34.18652196,-70.72301305
-34.18663979,-70.72296751
-34.18669173,-70.72300743
-34.18659469,-70.72305964
-34.18664039,-70.7229747
-34.18650859,-70.72301203
-34.18666158,-70.72292573
-34.15762581,-70.73359949
-34.15762216,-70.73360193
-34.15762715,-70.73359975
-34.18654606,-70.72309746
-34.17758549,-70.73455006
-34.17155661,-70.73532623
-34.18663888,-70.72305435
-34.186637,-70.72287809
-34.15570394,-70.73265709
-34.15578951,-70.73252464
-33.92965957,-70.71579453
-33.84714417,-70.74969197
-33.044311,-71.620871
-33.04690335,-71.60643472
-33.81436541,-70.75047401
-34.13498215,-70.72963671
-34.1577675,-70.73363986
-34.15763377,-70.73358387
-34.18756843,-70.72204431
-34.18756842,-70.72204434
-34.18761877,-70.72208331
-34.18771792,-70.72216005
-33.93300912,-70.71711849
-33.89749407,-70.73419079
-33.54404528,-70.70838235
-33.53475392,-70.7070814
-33.51870467,-70.70320296
-33.46418455,-70.68809285
-34.18665062,-70.7229885
-34.15774894,-70.73383632
-34.15753753,-70.73375745
